State,Quarter,CrashID,Month,Year,Hour,Crash_Type,Number_of_Fatalities,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Speed Group,Articulated_Truck_Involvement,Speed_Limit
NSW,20,1st Quarter,03.March,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,70
TAS,20,1st Quarter,03.March,2016,Afternoon, Multiple vehicle,1,No,No,Speed C:Medium,No,50
NSW,20,1st Quarter,03.March,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,100
QLD,21,1st Quarter,03.March,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,21,1st Quarter,03.March,2016,Afternoon, Multiple vehicle,1,No,Yes,Speed D:Slow,No,110
VIC,21,1st Quarter,03.March,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,100
WA,21,1st Quarter,03.March,2016,Afternoon, Multiple vehicle,1,Yes,No,Speed D:Slow,No,110
NSW,21,1st Quarter,03.March,2016,Afternoon, Multiple vehicle,1,No,Yes,Speed D:Slow,No,80
VIC,21,1st Quarter,03.March,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,70
QLD,22,1st Quarter,03.March,2016,Afternoon,Pedestrian,1,No,No,Speed C:Medium,No,50
NSW,22,1st Quarter,03.March,2016,Afternoon, Multiple vehicle,1,No,Yes,Speed C:Medium,No,50
WA,23,1st Quarter,03.March,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,Yes,110
NSW,24,1st Quarter,03.March,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,Yes,100
WA,24,1st Quarter,03.March,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,60
VIC,24,1st Quarter,03.March,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,60
WA,25,1st Quarter,03.March,2016,Morning, Multiple vehicle,1,No,Yes,Speed D:Slow,No,110
NT,26,1st Quarter,03.March,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,110
WA,28,1st Quarter,03.March,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,80
NSW,28,1st Quarter,03.March,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,100
SA,28,1st Quarter,03.March,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,80
VIC,29,1st Quarter,03.March,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,80
WA,29,1st Quarter,03.March,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,60
NSW,29,1st Quarter,03.March,2016,Afternoon,Single vehicle,2,No,No,Speed D:Slow,No,80
WA,29,1st Quarter,03.March,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
QLD,29,1st Quarter,03.March,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,60
NSW,30,1st Quarter,03.March,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,100
QLD,31,1st Quarter,03.March,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,70
QLD,1,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,70
NSW,1,2nd Quarter,04.April,2016,Night,Pedestrian,1,No,No,Speed D:Slow,No,70
NSW,2,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,80
QLD,2,2nd Quarter,04.April,2016,Night,Single vehicle,2,No,No,Speed D:Slow,No,100
NSW,3,2nd Quarter,04.April,2016,Morning,Single vehicle,1,Yes,No,Speed C:Medium,No,50
QLD,3,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,110
QLD,3,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,100
NSW,3,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,3,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
SA,4,2nd Quarter,04.April,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,100
WA,4,2nd Quarter,04.April,2016,Night, Multiple vehicle,1,Yes,No,Speed D:Slow,No,60
NSW,5,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,2,No,No,Speed D:Slow,Yes,110
NSW,7,2nd Quarter,04.April,2016,Morning,Pedestrian,1,No,No,Speed C:Medium,No,50
QLD,7,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,80
QLD,8,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,100
TAS,8,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,Yes,Speed D:Slow,Yes,80
QLD,8,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,70
VIC,8,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,70
WA,8,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed C:Medium,No,50
NSW,9,2nd Quarter,04.April,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,100
NSW,9,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,Yes,100
NSW,9,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,60
QLD,10,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,Yes,100
QLD,10,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,11,2nd Quarter,04.April,2016,Morning,Pedestrian,1,No,No,Speed D:Slow,No,60
QLD,11,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,Yes,70
NSW,11,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,2,No,No,Speed D:Slow,No,100
NSW,12,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,Yes,100
NSW,12,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,Yes,110
SA,12,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,80
QLD,12,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed C:Medium,No,50
SA,12,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,80
NT,12,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,110
VIC,12,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
NSW,13,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,13,2nd Quarter,04.April,2016,Morning,Pedestrian,1,No,No,Speed C:Medium,No,50
NSW,13,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
QLD,13,2nd Quarter,04.April,2016,Afternoon,Pedestrian,1,No,No,Speed C:Medium,No,50
WA,13,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,55,No,unknown
SA,13,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,110
VIC,14,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,14,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,Yes,100
NT,14,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,80
QLD,15,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,60
NSW,15,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,Yes,Speed D:Slow,No,70
NSW,15,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
WA,15,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,110
NSW,15,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,15,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
QLD,15,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,70
VIC,16,2nd Quarter,04.April,2016,Night, Multiple vehicle,3,No,No,Speed D:Slow,Yes,110
QLD,16,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,100
SA,17,2nd Quarter,04.April,2016,Morning, Multiple vehicle,4,No,Yes,Speed D:Slow,No,110
WA,17,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,110
WA,17,2nd Quarter,04.April,2016,Morning, Multiple vehicle,2,No,No,Speed C:Medium,No,50
NSW,17,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,80
NSW,17,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,80
NSW,17,2nd Quarter,04.April,2016,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,60
NSW,18,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,100
WA,19,2nd Quarter,04.April,2016,Morning,Single vehicle,2,No,No,Speed D:Slow,No,110
SA,19,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,Yes,100
NSW,19,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,110
QLD,20,2nd Quarter,04.April,2016,Morning, Multiple vehicle,2,No,No,Speed D:Slow,No,100
NT,20,2nd Quarter,04.April,2016,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,100
VIC,20,2nd Quarter,04.April,2016,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,60
VIC,20,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
WA,20,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,110
NSW,21,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,Yes,Speed D:Slow,No,60
QLD,21,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,80
TAS,21,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,2,No,Yes,Speed D:Slow,Yes,100
TAS,21,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,90
SA,22,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed C:Medium,No,50
NSW,23,2nd Quarter,04.April,2016,Night,Pedestrian,1,No,No,Speed C:Medium,No,50
NSW,23,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,80
NSW,23,2nd Quarter,04.April,2016,Morning,Single vehicle,3,No,No,Speed D:Slow,No,110
VIC,23,2nd Quarter,04.April,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,24,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,60
QLD,24,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,70
NSW,24,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,24,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
TAS,25,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,80
QLD,25,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,25,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,26,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed C:Medium,No,50
VIC,26,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,70
NSW,26,2nd Quarter,04.April,2016,Afternoon,Pedestrian,1,No,No,Speed C:Medium,No,40
NSW,26,2nd Quarter,04.April,2016,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,60
NSW,26,2nd Quarter,04.April,2016,Afternoon,Pedestrian,1,No,No,Speed C:Medium,No,50
NSW,26,2nd Quarter,04.April,2016,Night, Multiple vehicle,1,No,No,Speed C:Medium,No,40
WA,27,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,90
NSW,28,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
TAS,28,2nd Quarter,04.April,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,28,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,Yes,No,Speed D:Slow,No,60
VIC,29,2nd Quarter,04.April,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,110
VIC,29,2nd Quarter,04.April,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,100
TAS,29,2nd Quarter,04.April,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,80
NSW,29,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,30,2nd Quarter,04.April,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,60
NSW,30,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
NT,30,2nd Quarter,04.April,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,60
WA,1,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,110
QLD,1,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,100
QLD,1,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed C:Medium,No,40
SA,2,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,80
SA,2,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,Yes,Speed D:Slow,No,70
VIC,2,2nd Quarter,05.May,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,110
VIC,3,2nd Quarter,05.May,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,60
NSW,4,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,Yes,Speed D:Slow,No,80
VIC,4,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,60
QLD,4,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,Yes,No,Speed D:Slow,No,100
VIC,4,2nd Quarter,05.May,2016,Afternoon,Pedestrian,1,No,No,Speed C:Medium,No,50
WA,5,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,110
QLD,5,2nd Quarter,05.May,2016,Morning, Multiple vehicle,2,No,No,Speed D:Slow,No,80
NSW,5,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,110
QLD,5,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,60
VIC,6,2nd Quarter,05.May,2016,Afternoon,Pedestrian,1,Yes,No,Speed D:Slow,No,60
VIC,7,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,100
WA,7,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,110
VIC,7,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,17,No,unknown
WA,8,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,70
WA,8,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed C:Medium,No,50
VIC,9,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,100
SA,9,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,110
NSW,10,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,Yes,Speed D:Slow,No,90
WA,10,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,110
VIC,10,2nd Quarter,05.May,2016,Morning,Pedestrian,1,No,No,Speed D:Slow,No,70
NSW,10,2nd Quarter,05.May,2016,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,80
SA,11,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed C:Medium,No,50
QLD,11,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,100
SA,12,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,Yes,110
WA,12,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,110
NSW,12,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,100
NSW,12,2nd Quarter,05.May,2016,Night,Pedestrian,1,No,No,Speed C:Medium,No,50
TAS,12,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,13,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed C:Medium,No,50
NSW,13,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,Yes,Speed D:Slow,No,70
WA,13,2nd Quarter,05.May,2016,Morning,Pedestrian,1,No,No,Speed D:Slow,No,60
VIC,13,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,90
VIC,13,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,60
NSW,13,2nd Quarter,05.May,2016,Night,Single vehicle,2,No,No,Speed D:Slow,No,100
NSW,14,2nd Quarter,05.May,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,80
NSW,15,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,90
SA,15,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,Speed C:Medium,No,50
NT,15,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,110
QLD,15,2nd Quarter,05.May,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,60
NSW,16,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,Yes,Speed D:Slow,No,80
VIC,16,2nd Quarter,05.May,2016,Morning,Pedestrian,1,No,No,Speed D:Slow,No,60
VIC,16,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,80
NSW,16,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,80
NSW,16,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,110
VIC,16,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,80
QLD,16,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,2,No,No,Speed D:Slow,No,100
QLD,16,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,80
NSW,17,2nd Quarter,05.May,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,100
VIC,17,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,49,No,unknown
VIC,18,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,80
QLD,18,2nd Quarter,05.May,2016,Morning,Pedestrian,1,No,No,Speed C:Medium,No,50
QLD,18,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
WA,18,2nd Quarter,05.May,2016,Night, Multiple vehicle,2,No,No,Speed D:Slow,No,110
NSW,20,2nd Quarter,05.May,2016,Morning,Pedestrian,1,No,Yes,Speed D:Slow,No,60
VIC,20,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
WA,20,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,21,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,90
NSW,21,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,80
QLD,21,2nd Quarter,05.May,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,Yes,80
NSW,21,2nd Quarter,05.May,2016,Night,Pedestrian,1,No,No,Speed D:Slow,No,60
NSW,21,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,22,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,80
NSW,22,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,110
QLD,22,2nd Quarter,05.May,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,22,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,80
VIC,22,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed C:Medium,No,50
QLD,23,2nd Quarter,05.May,2016,Morning, Multiple vehicle,2,No,Yes,Speed D:Slow,No,100
VIC,23,2nd Quarter,05.May,2016,Night, Multiple vehicle,1,No,No,Speed C:Medium,No,50
SA,23,2nd Quarter,05.May,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,Yes,100
VIC,24,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,Yes,100
NSW,24,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed C:Medium,No,50
VIC,24,2nd Quarter,05.May,2016,Night, Multiple vehicle,2,No,No,Speed C:Medium,No,50
QLD,24,2nd Quarter,05.May,2016,Night,Pedestrian,1,No,No,Speed D:Slow,No,60
QLD,25,2nd Quarter,05.May,2016,Morning,Pedestrian,1,No,No,Speed D:Slow,No,60
SA,25,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed C:Medium,No,50
VIC,26,2nd Quarter,05.May,2016,Morning,Pedestrian,1,No,No,Speed D:Slow,No,60
SA,26,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,60
NSW,26,2nd Quarter,05.May,2016,Night,Pedestrian,1,No,No,Speed C:Medium,No,50
VIC,26,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,27,2nd Quarter,05.May,2016,Morning,Pedestrian,1,No,No,Speed C:Medium,No,50
NT,27,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,2,No,No,Speed D:Slow,No,60
NSW,27,2nd Quarter,05.May,2016,Night,Pedestrian,1,No,No,Speed D:Slow,No,100
WA,28,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,80
VIC,29,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
NT,29,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,80
ACT,29,2nd Quarter,05.May,2016,Afternoon,Pedestrian,1,No,No,Speed C:Medium,No,50
NSW,29,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed C:Medium,No,50
QLD,29,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,60
VIC,30,2nd Quarter,05.May,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
TAS,30,2nd Quarter,05.May,2016,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
NSW,30,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed C:Medium,No,50
VIC,30,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
QLD,31,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,Yes,60
WA,31,2nd Quarter,05.May,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,70
WA,31,2nd Quarter,05.May,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,80
WA,1,2nd Quarter,06.June,2016,Morning,Single vehicle,1,No,No,Speed C:Medium,No,50
VIC,1,2nd Quarter,06.June,2016,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,100
NSW,1,2nd Quarter,06.June,2016,Afternoon,Single vehicle,1,No,No,Speed C:Medium,No,50
NSW,2,2nd Quarter,06.June,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
WA,2,2nd Quarter,06.June,2016,Afternoon, Multiple vehicle,1,No,No,Speed C:Medium,No,50
NT,2,2nd Quarter,06.June,2016,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,70
NSW,3,2nd Quarter,06.June,2016,Morning,Pedestrian,1,No,No,Speed D:Slow,No,90
QLD,4,2nd Quarter,06.June,2016,Morning, Multiple vehicle,2,No,No,Speed D:Slow,Yes,100
NSW,4,2nd Quarter,06.June,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,4,2nd Quarter,06.June,2016,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,60
NSW,4,2nd Quarter,06.June,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,60
QLD,4,2nd Quarter,06.June,2016,Night,Pedestrian,1,No,No,Speed D:Slow,No,80
NSW,5,2nd Quarter,06.June,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,60
QLD,5,2nd Quarter,06.June,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,100
VIC,5,2nd Quarter,06.June,2016,Night, Multiple vehicle,2,No,No,Speed D:Slow,No,80
QLD,6,2nd Quarter,06.June,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,60
VIC,6,2nd Quarter,06.June,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,100
WA,6,2nd Quarter,06.June,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,60
SA,7,2nd Quarter,06.June,2016,Afternoon, Multiple vehicle,1,No,No,Speed C:Medium,No,50
SA,7,2nd Quarter,06.June,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,Yes,80
NSW,8,2nd Quarter,06.June,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
QLD,9,2nd Quarter,06.June,2016,Night,Single vehicle,1,No,No,Speed D:Slow,No,70
WA,9,2nd Quarter,06.June,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,80
QLD,9,2nd Quarter,06.June,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,60
WA,9,2nd Quarter,06.June,2016,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,110
NSW,9,2nd Quarter,06.June,2016,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,100
NSW,9,2nd Quarter,06.June,2016,Night, Multiple vehicle,1,No,No,Speed D:Slow,Yes,100
NSW,10,2nd Quarter,06.June,2016,Morning, Multiple vehicle,1,No,Yes,Speed D:Slow,No,100
QLD,10,2nd Quarter,06.June,2016,Morning,Single vehicle,1,No,No,Speed D:Slow,Yes,100
NSW,10,2nd Quarter,06.June,2016,Morning,Pedestrian,1,No,No,Speed C:Medium,No,50
QLD,10,2nd Quarter,06.June,2016,Afternoon, Multiple vehicle,2,No,No,Speed D:Slow,No,100
